,a,b,c,d,e,f,g
0,인천광역시 부평구,정도비엠씨(주),접수중,,02-466-2837,-,2022-12-31
1,인천광역시 부평구,(주)벨에스엠,접수중,,02-466-2837,-,2022-12-31
2,인천광역시 부평구,(주)관우개발,마감,,02-466-2837,-,2022-12-31
3,인천광역시 부평구,바롬한과,접수중,,02-2186-9059,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
4,인천광역시 부평구,이엠시티 주식회사,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
5,인천광역시 부평구,(주)이엠플러스,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
6,인천광역시 부평구,미림개발(주),마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
7,인천광역시 부평구,(주)고암,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
8,인천광역시 부평구,(주)정성,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
9,인천광역시 부평구,(주)세명엘리베이터,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
10,인천광역시 부평구,정도비엠씨(주),접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
11,인천광역시 부평구,(주)벨에스엠,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
12,인천광역시 부평구,(주)관우개발,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
13,인천광역시 부평구,바롬한과,접수중,,02-2186-9059,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
14,인천광역시 부평구,이엠시티 주식회사,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
15,인천광역시 부평구,(주)이엠플러스,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
16,인천광역시 부평구,미림개발(주),마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
17,인천광역시 부평구,(주)고암,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
18,인천광역시 부평구,(주)정성,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
19,인천광역시 부평구,(주)세명엘리베이터,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
20,인천광역시 부평구,(주)삼구아이앤씨,접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
21,인천광역시 부평구,신우산업관리(주),접수중,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
22,인천광역시 부평구,(주)원방기업,마감,,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
23,인천광역시 부평구,비전홀공동작업장,접수예정,인천광역시 부평구 부평동 914 부평구자원봉사센터,032-528-6080,"부평구노인인력개발센터 '비전홀공동작업장' 접수 안내1 활동시간: 주 2회~3회 근무/ 월 60시간 미만2. 활동비: 월30만원~35만원3. 신청자격: 만60세 이상4. 신청제외자: - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5. 참여자선발: 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6. 준비서류: 주민등록등본 1부, 코로나19 백신 접종 증명서 7. 신청장소: 부평어울림센터 4층 대강당            (인천광역시 부평구 장제로 235, 부평어울림센터) 7호선 굴포천역 3번출구8.일시 : 2021.12.06. ~ 12.10. (기존 참여자 신청)         2021.12.13. ~ 12.17 (신규 참여자 신청)",2022-12-17
24,인천광역시 부평구,성사엔지니어링,접수중,,02-2186-9059,제조업/1명/계속고용예정,2022-11-04
25,인천광역시 부평구,콩마당,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-11-01
26,인천광역시 부평구,철이네정육식당,마감,,02-2186-9059,제조업/1명/계속고용예정,2022-11-01
27,인천광역시 부평구,건축사사무소이음,마감,,02-2186-9059,제조업/1명/계속고용예정,2022-11-01
28,인천광역시 부평구,중화요리청하이,마감,, 02-2186-9059,제조업/1명/계속고용예정,2022-11-01
29,인천광역시 부평구,한은에프에스,마감,,010-5762-3366,제조업/1명/계속고용예정,2022-10-31
30,인천광역시 부평구,국수향기,마감,,010-8507-8826,제조업/1명/계속고용예정,2022-10-31
31,인천광역시 부평구,여수한식뷔페,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-31
32,인천광역시 부평구,주식회사 인덕숯불구이,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-31
33,인천광역시 부평구,창신프라스틱,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-31
34,인천광역시 부평구,주식회사 다이나믹,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-28
35,인천광역시 부평구,주식회사 태은기업,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-28
36,인천광역시 부평구,(주)세일공조,마감,,032-672-9700,제조업/1명/계속고용예정,2022-10-28
37,인천광역시 부평구,진스토리코리아 주식회사,마감,,02-2186-9169,제조업/1명/계속고용예정,2022-10-21
