,a,b,c,d,e,f,g
0,대구광역시 남구,후한의원,마감,,010-9362-6797,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
1,대구광역시 남구,사랑마을재가노인복지센터,접수중,,010-7315-6889,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
2,대구광역시 남구,(주)엠트러스트,마감,,010-3452-7994,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
3,대구광역시 남구,김범수 마취통증의학과 의원,접수중,,010-3452-7994,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
4,대구광역시 남구,"식(食)사이어티(풍국면,본죽앤비빔밥카페,구글함박,버거룰)",마감,,010-9232-1496,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
5,대구광역시 남구,하얀민들레노인요양원,마감,,010-5418-7170,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
6,대구광역시 남구,주식회사 그린피아,접수중,,010-6567-7963,"실시인원 : 인턴 5명모집연령대 : 60대이상모집직종 : 시설 전기,보일러 등 관리원 2명, 주차안내관리원 3명근무지역 : 대구경북권내자격사항 : 관련자격증자 우대고요예정인원 : 인턴십 시행이수 계속 고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
7,대구광역시 남구,인터불고컨트리클럽 주식회사,마감,,010-3505-7136,"실시인원 : 인턴 5명모집연령대 : 60대이상모집직종 : 시설 전기,보일러 등 관리원 2명, 주차안내관리원 3명근무지역 : 대구경북권내자격사항 : 관련자격증자 우대고요예정인원 : 인턴십 시행이수 계속 고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
8,대구광역시 남구,우리주간보호센터,마감,,010-8459-0095,"실시인원 : 인턴 5명모집연령대 : 60대이상모집직종 : 어르신 식사 등 조리사 2명, 조리보조원 1명, 어르신 송영 운전원 1명근무지역 : 대구권내자격사항 : 관련 자격증자 우대고용예정인원 : 인턴십 시행이수 계속 고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
9,대구광역시 남구,주식회사 지유우주스포츠센터,마감,,010-3111-0006,"실시인원 : 인턴 5명모집연령대 : 60대이상모집직종 : 어르신 식사 등 조리사 2명, 조리보조원 1명, 어르신 송영 운전원 1명근무지역 : 대구권내자격사항 : 관련 자격증자 우대고용예정인원 : 인턴십 시행이수 계속 고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
10,대구광역시 남구,후한의원,마감,,010-9362-6797,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
11,대구광역시 남구,사랑마을재가노인복지센터,접수중,,010-7315-6889,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
12,대구광역시 남구,(주)엠트러스트,마감,,010-3452-7994,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
13,대구광역시 남구,김범수 마취통증의학과 의원,접수중,,010-3452-7994,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
14,대구광역시 남구,"식(食)사이어티(풍국면,본죽앤비빔밥카페,구글함박,버거룰)",마감,,010-9232-1496,"만 60세 이상 시니어 고용 * 참여 대상자 : 만 60세 이상* 우대 사항 : 보건관련 자격증 소시자 우대* 참여제외 : 중앙정부 및 지방자치단쳬 재정지원일자리사업 등에 참여중인 자  요양보호사, 경비원, 청소원, 환경미화원, 방역원, 자영업자 등  참여기업과 가족관계에 있는 자  인턴십 참여직전 90일 이내 해당 기업에 취업 사실이 잇는자  4대보험 이중 취득자 등 참여 불가",2022-12-31
